Id,first_timestamp,last_timestamp,total_cycle_time,n_stations_visited,path_signature,split,Response,risk_score,alert
65415,1274.85,1290.04,15.190063,13,0-1-3-4-7-8-11-29-30-36-34-33-37,val,0,0.0033595485213795797,False
2126195,1375.01,1376.87,1.8599854,13,0-1-2-4-6-8-11-29-30-37-34-33-36,val,0,0.0033595485213795797,False
2286300,203.6,204.52,0.91999817,13,0-1-2-4-6-8-11-29-30-33-34-37-36,train,0,,False
797450,609.59,611.6,2.0099487,13,0-1-3-5-7-8-10-29-30-35-34-33-37,train,0,,False
2066164,169.9,174.45,4.550003,15,0-1-2-4-7-8-11-28-29-30-31-33-37-35-34,train,0,,False
130581,896.04,903.58,7.540039,14,0-1-2-4-7-8-10-26-29-30-33-34-37-35,train,0,,False
323556,1339.89,1342.64,2.75,13,12-13-14-16-19-23-20-29-30-33-34-35-37,val,0,0.0033595485213795797,False
372165,473.23,507.99,34.75998,7,25-29-30-33-37-35-34,train,0,,False
1431595,887.21,891.44,4.2299805,14,12-13-15-16-19-20-23-26-29-30-34-33-37-35,train,0,,False
699858,254.3,255.19,0.8899994,13,0-1-3-5-7-8-11-29-30-37-34-33-36,train,0,,False
2217420,1363.65,1366.38,2.7299805,13,0-1-3-4-7-8-11-29-30-35-34-33-37,val,0,0.0033595485213795797,False
646040,566.59,568.6,2.0099487,13,12-13-14-17-20-21-18-29-30-33-34-37-36,train,0,,False
2023743,1211.12,1212.99,1.8699951,13,0-1-2-5-7-8-9-29-30-33-34-37-36,val,0,0.0033595485213795797,False
677896,638.58,640.66,2.079956,13,0-1-3-4-7-8-10-29-30-33-34-37-36,train,0,,False
1850953,724.93,761.9,36.97003,8,24-26-29-30-33-36-34-37,train,0,,False
352265,400.3,402.28,1.980011,13,0-1-3-5-7-8-9-29-30-33-34-35-37,train,0,,False
1570401,469.16,506.23,37.070007,7,24-29-30-33-34-37-36,train,0,,False
1355162,200.28,201.46,1.1800079,13,12-13-15-16-18-20-23-29-30-36-34-33-37,train,1,,False
1341087,1662.02,1662.19,0.16992188,13,12-13-15-16-18-20-23-29-30-33-34-37-36,test,0,0.0033595485213795797,False
1404555,572.12,573.35,1.2299805,13,0-1-3-4-7-8-9-29-30-33-34-35-37,train,0,,False
1207119,352.66,354.03,1.3699951,13,0-1-2-4-6-8-11-29-30-33-34-37-36,train,0,,False
94141,786.23,792.9,6.670044,8,24-26-30-29-34-33-37-35,train,0,,False
1673805,1168.3,1191.26,22.95996,8,25-26-29-30-34-36-33-37,val,0,0.0033595485213795797,False
1314681,999.85,1021.82,21.970032,8,25-27-30-29-37-35-34-33,train,0,,False
838263,1144.7,1146.17,1.4700928,13,0-1-3-4-7-8-9-29-30-35-34-33-37,train,0,,False
1670859,1584.14,1585.52,1.3800049,13,0-1-3-5-7-8-9-29-30-35-34-33-37,test,0,0.0033595485213795797,False
1637555,483.99,491.56,7.5700073,14,14-12-13-17-20-22-19-29-30-35-34-33-37-38,train,0,,False
1911245,674.64,711.91,37.26996,8,24-26-30-29-37-35-34-33,train,0,,False
1050410,234.32,235.47,1.1499939,13,15-12-13-17-19-21-20-29-30-33-34-35-37,train,0,,False
708332,972.65,990.41,17.759949,8,24-27-30-29-34-33-36-37,train,0,,False
1307679,1576.35,1580.09,3.7399902,13,0-1-2-5-6-8-10-29-30-33-34-37-36,test,0,0.0033595485213795797,False
728639,684.47,723.3,38.830017,8,24-26-29-30-33-34-36-37,train,0,,False
1372398,1415.51,1424.9,9.390015,12,14-12-13-16-20-22-18-29-30-33-35-37,test,0,0.003637708859979037,False
817052,1356.19,1359.89,3.7000732,13,0-1-2-4-7-8-11-29-30-33-34-37-36,val,0,0.0033595485213795797,False
2151143,1596.58,1601.43,4.8500977,13,0-1-2-4-6-8-9-29-30-33-34-37-36,test,0,0.0033595485213795797,False
1121963,676.05,677.81,1.7600098,13,0-1-3-5-7-8-11-29-30-33-34-37-36,train,0,,False
2295308,1456.65,1457.34,0.6899414,16,0-1-2-5-7-8-9-39-40-41-43-45-47-48-49-51,test,0,0.0033595485213795797,False
2005647,1247.34,1259.22,11.880005,14,0-1-3-5-7-8-11-27-29-30-34-33-37-35,val,0,0.0033595485213795797,False
523485,575.55,582.87,7.3200073,13,0-1-3-4-6-8-9-29-30-37-34-33-36,train,0,,False
650786,611.6,618.0,6.4000244,13,0-1-2-4-6-8-9-29-30-37-34-33-36,train,0,,False
2109967,17.99,23.62,5.630001,14,0-1-3-5-7-8-11-26-29-30-33-34-36-37,train,0,,False
991147,301.54,303.76,2.2200012,13,0-1-2-4-7-8-10-29-30-37-34-33-36,train,0,,False
1704837,924.83,929.57,4.73999,13,0-1-2-5-6-8-9-29-30-33-34-36-37,train,0,,False
1280592,189.97,190.92,0.94999695,14,0-1-3-5-7-8-9-29-30-32-33-34-36-37,train,0,,False
2325899,536.74,550.15,13.410034,13,0-1-2-5-7-8-11-29-30-33-34-37-36,train,0,,False
1994151,314.3,318.82,4.5200195,14,0-1-3-5-6-8-9-26-29-30-34-33-36-37,train,0,,False
1578767,956.56,960.62,4.0599976,13,0-1-3-4-6-8-9-29-30-35-34-33-37,train,0,,False
827054,1380.46,1381.77,1.3100586,16,14-12-13-17-18-20-23-39-40-41-43-45-48-49-47-51,val,0,0.0033595485213795797,False
893422,711.57,758.22,46.649963,8,24-26-29-30-34-33-37-35,train,0,,False
2209133,838.2,879.38,41.179993,14,0-1-2-5-6-8-10-27-29-30-34-33-35-37,train,0,,False
359153,270.75,271.34,0.58999634,13,0-1-3-4-6-8-10-29-30-33-34-35-37,train,0,,False
935007,509.97,510.59,0.6199951,16,0-1-3-4-6-8-9-39-40-41-45-44-48-49-47-51,train,0,,False
1787482,1362.49,1364.59,2.0999756,14,0-1-2-5-7-8-10-26-29-30-34-33-36-37,val,0,0.0033595485213795797,False
507267,255.23,256.06,0.83000183,13,0-1-2-5-6-8-10-29-30-33-34-37-36,train,0,,False
423639,690.02,725.26,35.23999,8,24-26-29-30-37-35-34-33,train,0,,False
1756915,122.41,123.53,1.1199951,14,14-12-13-17-19-20-23-29-30-31-33-34-36-37,train,0,,False
1397190,201.05,202.06,1.0099945,13,14-12-13-16-19-20-21-29-30-37-34-33-36,train,0,,False
2869,1425.45,1427.19,1.7399902,13,0-1-3-4-7-8-10-29-30-37-34-33-36,test,0,0.0033595485213795797,False
1301066,1427.97,1429.22,1.25,13,0-1-2-5-6-8-10-29-30-33-34-35-37,test,0,0.0033595485213795797,False
1447969,784.2,792.63,8.429993,8,24-26-30-29-33-37-34-35,train,0,,False
292671,829.62,837.36,7.73999,14,0-1-3-4-7-8-10-27-29-30-33-34-36-37,train,0,,False
1206474,1578.32,1582.36,4.040039,13,0-1-2-5-7-8-11-29-30-33-34-37-36,test,0,0.0033595485213795797,False
2296352,906.68,910.49,3.8099976,14,0-1-2-5-6-8-11-27-29-30-34-33-37-35,train,0,,False
2318221,724.39,760.26,35.869995,8,24-26-29-30-33-37-34-35,train,0,,False
547930,1541.55,1543.97,2.4199219,13,0-1-2-4-6-8-11-29-30-33-34-37-36,test,0,0.0033595485213795797,False
713685,1003.04,1030.83,27.789978,8,24-26-29-30-37-35-34-33,train,0,,False
443160,1290.83,1292.82,1.9899902,13,15-12-13-17-19-20-23-29-30-35-34-33-37,val,0,0.0033595485213795797,False
691378,0.08,1.47,1.39,13,0-1-3-5-7-8-10-29-30-33-34-37-36,train,0,,False
1995402,886.23,890.71,4.4800415,13,0-1-3-5-6-8-10-29-30-33-34-35-37,train,0,,False
856533,709.08,750.24,41.159973,8,24-27-30-29-34-33-35-37,train,0,,False
1419276,935.22,940.66,5.4400024,13,12-13-15-17-20-22-18-29-30-33-34-37-36,train,0,,False
1621386,959.84,992.19,32.349976,8,25-27-30-29-33-37-34-35,train,0,,False
654990,1188.42,1198.21,9.789917,8,24-26-29-30-34-33-37-35,val,0,0.003637708859979037,False
835712,1483.63,1490.76,7.130005,13,0-1-3-4-6-8-9-29-30-35-34-33-37,test,0,0.0033595485213795797,False
1300233,281.4,284.75,3.350006,13,12-13-15-17-20-23-19-29-30-36-34-33-37,train,0,,False
2148221,957.51,961.38,3.869995,14,0-1-2-4-6-8-11-27-29-30-33-34-37-35,train,0,,False
2254184,826.13,829.57,3.4400024,14,0-1-3-5-7-8-11-27-29-30-33-34-36-37,train,0,,False
2186784,945.38,954.61,9.22998,14,0-1-2-4-6-8-9-27-29-30-34-33-37-35,train,0,,False
22078,1363.92,1366.24,2.3199463,14,0-1-3-5-6-8-11-27-29-30-34-33-37-35,val,0,0.0033595485213795797,False
1845671,240.58,246.26,5.6799927,14,0-1-2-5-7-8-9-26-29-30-34-33-36-37,train,0,,False
1031653,171.82,172.41,0.58999634,14,0-1-3-5-7-8-9-29-30-31-34-33-37-35,train,0,,False
1504666,1159.86,1161.07,1.2099609,13,0-1-2-5-7-8-10-29-30-35-34-33-37,val,0,0.0033595485213795797,False
1674185,1624.8,1626.01,1.2099609,13,0-1-3-4-7-8-11-29-30-35-34-33-37,test,0,0.0033595485213795797,False
2078969,1176.2,1194.54,18.340088,8,24-26-29-30-33-37-34-35,val,0,0.002486634340420241,False
1503404,1223.81,1225.24,1.4299316,13,0-1-3-4-7-8-11-29-30-33-34-35-37,val,0,0.0033595485213795797,False
1834931,1266.33,1275.92,9.590088,13,0-1-3-4-6-8-11-29-30-35-34-33-37,val,0,0.0033595485213795797,False
138091,677.68,686.49,8.809998,13,0-1-2-5-6-8-10-29-30-37-34-33-36,train,0,,False
2232693,1227.5,1239.14,11.640015,13,0-1-3-4-7-8-11-29-30-37-34-33-36,val,0,0.0033595485213795797,False
1185239,236.07,237.83,1.7599945,13,0-1-3-4-6-8-11-29-30-33-34-35-37,train,0,,False
999534,1444.41,1445.46,1.0499268,16,14-12-13-16-18-20-23-39-40-41-43-45-48-49-47-51,test,0,0.003637708859979037,False
2129640,393.01,401.56,8.549988,13,0-1-3-5-6-8-9-29-30-37-34-33-36,train,0,,False
226851,1669.54,1674.85,5.3099365,13,0-1-2-4-6-8-11-29-30-33-34-37-36,test,0,0.0033595485213795797,False
1401418,1053.46,1079.66,26.200073,8,24-26-29-30-37-35-34-33,train,0,,False
2203673,704.37,706.94,2.5700073,13,0-1-2-4-7-8-9-29-30-35-34-33-37,train,0,,False
1444905,202.97,203.65,0.6799927,13,0-1-3-5-7-8-10-29-30-33-34-37-36,train,0,,False
764390,255.65,256.51,0.86001587,13,0-1-2-4-6-8-11-29-30-33-34-35-37,train,0,,False
557894,258.37,258.86,0.48999023,13,0-1-3-4-6-8-10-29-30-33-34-37-36,train,0,,False
463753,1162.0,1190.06,28.060059,8,25-26-29-30-34-33-37-35,val,0,0.002486634340420241,False
1735082,979.93,995.78,15.850037,8,24-26-30-29-34-33-36-37,train,0,,False
830317,566.19,568.01,1.8200073,16,14-12-13-16-19-22-20-39-40-41-45-44-47-48-49-51,train,0,,False
822628,152.31,152.89,0.58000183,13,12-13-14-16-18-20-21-29-30-33-34-35-37,train,0,,False
2196094,1108.42,1109.94,1.5198975,13,0-1-2-5-7-8-11-29-30-33-34-35-37,train,0,,False
536358,1362.6,1364.62,2.0200195,13,0-1-3-5-7-8-11-29-30-33-34-37-36,val,0,0.0033595485213795797,False
944982,336.65,406.71,70.06,15,0-1-3-5-7-8-10-24-26-29-30-33-34-37-36,train,0,,False
1944861,819.02,822.08,3.0599976,13,0-1-3-5-7-8-9-29-30-33-34-35-37,train,0,,False
506347,1394.14,1396.75,2.6099854,16,12-13-15-16-20-21-19-39-40-41-45-44-48-49-47-51,val,0,0.0033595485213795797,False
1717974,4.74,12.01,7.2700005,14,0-1-3-5-6-8-11-26-29-30-34-33-37-35,train,0,,False
409738,1560.57,1565.08,4.51001,13,0-1-2-5-6-8-11-29-30-35-34-33-37,test,0,0.0033595485213795797,False
831422,1148.42,1173.4,24.97998,8,24-26-30-29-34-33-36-37,train,0,,False
555924,1210.42,1211.71,1.289917,13,0-1-3-4-7-8-11-29-30-35-34-33-37,val,0,0.0033595485213795797,False
495462,1566.02,1568.1,2.079956,13,0-1-2-4-6-8-9-29-30-33-34-37-36,test,0,0.0033595485213795797,False
1633203,1382.24,1391.22,8.97998,14,0-1-3-5-6-8-9-29-30-35-34-33-37-38,val,0,0.003637708859979037,False
1922772,299.18,303.11,3.9299927,13,12-13-14-17-20-23-18-29-30-33-34-35-37,train,0,,False
1961647,1172.51,1188.6,16.089966,8,24-26-30-29-36-37-34-33,val,0,0.002486634340420241,False
1879960,1112.31,1114.78,2.4699707,13,0-1-3-4-7-8-9-29-30-33-34-37-36,train,0,,False
1389442,490.09,491.38,1.2900085,13,0-1-3-4-7-8-10-29-30-35-34-33-37,train,0,,False
1502222,1327.63,1328.77,1.1400146,13,15-12-13-16-19-20-23-29-30-33-34-37-36,val,0,0.0033595485213795797,False
2141462,1004.62,1040.48,35.859985,8,25-26-29-30-34-33-37-35,train,0,,False
1487119,1.46,1.49,0.029999971,9,40-39-45-41-44-48-47-49-51,train,0,,False
1973114,1042.35,1075.98,33.630005,8,24-27-29-30-34-33-36-37,train,0,,False
1709465,694.77,701.9,7.130005,13,0-1-3-5-6-8-10-29-30-35-34-33-37,train,0,,False
80367,1356.81,1361.46,4.6499023,13,0-1-3-5-6-8-11-29-30-33-34-37-36,val,0,0.0033595485213795797,False
1115827,624.65,637.79,13.139954,14,14-12-13-17-19-21-20-29-30-35-34-33-37-38,train,0,,False
266660,1458.03,1460.28,2.25,13,0-1-2-4-6-8-10-29-30-35-34-33-37,test,0,0.0033595485213795797,False
2308598,1664.55,1664.73,0.17993164,13,12-13-14-16-19-22-20-29-30-33-34-37-36,test,0,0.0033595485213795797,False
455058,980.06,997.02,16.960022,8,24-27-30-29-33-34-35-37,train,0,,False
791292,205.01,216.71,11.700012,13,0-1-3-5-6-8-9-29-30-37-34-33-36,train,0,,False
197189,218.58,219.37,0.7899933,13,0-1-3-4-6-8-9-29-30-33-34-37-36,train,0,,False
2038075,1123.94,1125.35,1.4100342,13,12-13-14-17-20-23-18-29-30-33-34-35-37,train,0,,False
1682718,366.55,740.64,374.09003,8,25-26-29-30-37-35-34-33,train,0,,False
1950284,1158.39,1159.65,1.2600098,13,0-1-2-5-7-8-11-29-30-35-34-33-37,val,0,0.0033595485213795797,False
1008499,964.87,988.3,23.429993,8,25-27-30-29-34-33-36-37,train,0,,False
801867,979.46,981.19,1.7299805,13,12-13-14-17-19-20-21-29-30-33-34-35-37,train,0,,False
1505781,1214.51,1216.16,1.6500244,13,0-1-3-4-6-8-9-29-30-33-34-37-36,val,0,0.0033595485213795797,False
320025,972.64,990.39,17.75,8,24-27-29-30-37-35-34-33,train,0,,False
758638,670.9,672.21,1.3099976,13,0-1-2-5-7-8-10-29-30-36-34-33-37,train,0,,False
548104,775.35,789.3,13.950012,8,24-26-30-29-33-36-34-37,train,0,,False
951195,420.5,472.43,51.929993,8,25-27-30-29-36-37-34-33,train,0,,False
431477,828.21,836.41,8.199951,13,0-1-2-5-7-8-9-29-30-37-34-33-36,train,0,,False
1225182,325.29,334.27,8.97998,13,0-1-3-4-6-8-9-29-30-33-34-35-37,train,0,,False
639884,819.41,822.72,3.3099976,13,0-1-2-4-7-8-10-29-30-35-34-33-37,train,0,,False
994471,1162.8,1183.02,20.21997,8,25-26-30-29-34-35-33-37,val,0,0.0033595485213795797,False
1597241,784.2,792.63,8.429993,8,24-26-30-29-33-37-34-35,train,0,,False
1873191,977.15,997.54,20.389954,8,25-27-30-29-34-33-36-37,train,0,,False
1945072,1095.29,1096.02,0.72998047,13,0-1-2-4-7-8-9-29-30-35-34-33-37,train,0,,False
2051902,684.88,722.92,38.039978,8,24-26-30-29-34-35-33-37,train,0,,False
954852,704.03,741.12,37.089966,8,24-28-29-30-34-33-36-37,train,0,,False
1464281,254.75,255.65,0.8999939,13,0-1-3-5-6-8-9-29-30-33-34-35-37,train,0,,False
1120898,1513.6,1530.2,16.599976,14,0-1-3-4-7-8-11-29-30-33-34-35-37-38,test,0,0.003637708859979037,False
1439482,978.05,980.48,2.4299927,13,12-13-15-17-20-23-18-29-30-35-34-33-37,train,0,,False
2006599,263.27,263.61,0.33999634,13,0-1-3-4-6-8-11-29-30-33-34-35-37,train,0,,False
2312119,1394.24,1395.26,1.0200195,13,0-1-2-4-7-8-11-29-30-35-34-33-37,val,0,0.0033595485213795797,False
2024279,1119.83,1122.37,2.540039,13,0-1-2-4-7-8-9-29-30-33-34-37-36,train,0,,False
443781,1125.64,1127.5,1.8599854,13,0-1-2-5-6-8-11-29-30-33-34-37-36,train,0,,False
1583625,1059.09,1089.52,30.430054,8,24-26-30-29-33-36-34-37,train,0,,False
1056654,707.0,756.82,49.820007,7,25-29-30-33-34-35-37,train,0,,False
1540783,777.38,795.91,18.529968,8,24-26-29-30-34-33-36-37,train,0,,False
1826060,1397.9,1398.4,0.5,13,12-13-14-17-20-23-19-29-30-35-34-33-37,val,0,0.0033595485213795797,False
1346451,1129.42,1142.2,12.779907,14,15-12-13-17-20-21-19-26-29-30-33-34-36-37,train,0,,False
1222973,254.21,255.19,0.9799957,14,0-1-3-4-7-8-9-26-29-30-34-33-36-37,train,0,,False
1889911,1379.4,1379.88,0.47998047,16,12-13-15-16-20-23-18-39-40-41-43-45-48-49-47-51,val,0,0.0033595485213795797,False
234990,721.35,757.8,36.450012,8,24-27-30-29-34-33-36-37,train,0,,False
241779,902.35,905.69,3.3400269,13,0-1-2-5-6-8-11-29-30-33-34-37-36,train,0,,False
351577,626.37,634.67,8.299988,13,0-1-2-4-6-8-10-26-29-30-32-36-37,train,1,,False
158242,520.89,522.47,1.579956,13,0-1-3-5-7-8-9-29-30-36-34-33-37,train,0,,False
583833,1508.71,1511.3,2.590088,13,0-1-3-5-7-8-11-29-30-33-34-35-37,test,0,0.0033595485213795797,False
2019441,1025.38,1059.36,33.97998,8,24-26-30-29-33-36-34-37,train,0,,False
1446212,576.13,583.89,7.76001,13,0-1-2-5-6-8-9-29-30-33-34-35-37,train,0,,False
924139,1129.92,1142.0,12.079956,13,0-1-2-4-6-8-11-29-30-33-34-35-37,train,0,,False
1176159,643.42,653.89,10.470032,13,15-12-13-17-20-22-18-29-30-33-34-35-37,train,0,,False
251878,970.84,972.73,1.8899536,13,0-1-3-4-7-8-10-29-30-33-34-37-36,train,0,,False
2074086,342.44,347.95,5.51001,13,14-12-13-16-18-20-23-29-30-33-34-37-36,train,0,,False
792450,1373.99,1376.09,2.0999756,13,0-1-3-4-7-8-10-29-30-35-34-33-37,val,0,0.0033595485213795797,False
1449947,238.96,263.32,24.36,16,12-13-14-16-20-23-18-24-26-29-30-32-33-34-36-37,train,0,,False
1665137,1212.01,1213.81,1.8000488,13,0-1-3-4-7-8-11-29-30-33-34-35-37,val,0,0.0033595485213795797,False
1195108,272.88,274.15,1.269989,13,0-1-3-4-6-8-10-29-30-33-34-35-37,train,0,,False
774472,673.94,676.72,2.7799683,13,0-1-3-5-7-8-9-29-30-35-34-33-37,train,0,,False
364953,299.39,303.02,3.6299744,13,0-1-2-4-7-8-9-29-30-36-34-33-37,train,0,,False
1041942,804.89,811.73,6.839966,8,24-27-29-30-34-36-33-37,train,0,,False
403197,573.97,575.4,1.4300537,13,12-13-14-16-20-23-18-29-30-33-34-35-37,train,0,,False
2140653,189.41,190.25,0.83999634,13,0-1-3-4-6-8-9-29-30-35-34-33-37,train,0,,False
1547442,559.21,567.65,8.440002,13,0-1-3-4-6-8-9-29-30-37-34-33-36,train,0,,False
147800,961.49,987.84,26.350037,8,24-26-29-30-34-33-36-37,train,0,,False
921302,971.72,991.7,19.980042,8,25-27-29-30-37-35-34-33,train,0,,False
2174118,1412.31,1412.69,0.3798828,13,0-1-3-5-7-8-11-29-30-33-34-37-36,test,0,0.0033595485213795797,False
2071602,877.66,886.91,9.25,13,0-1-2-4-6-8-10-29-30-33-34-37-36,train,0,,False
1402032,339.32,340.96,1.6399841,13,0-1-2-5-7-8-10-29-30-33-34-35-37,train,0,,False
2283944,1154.22,1177.79,23.570068,8,24-26-29-30-36-37-34-33,train,0,,False
961107,1191.44,1208.32,16.880005,8,24-26-29-30-33-34-36-37,val,0,0.0033595485213795797,False
25608,246.73,247.25,0.5200043,13,12-13-14-16-18-20-22-29-30-33-34-37-36,train,0,,False
882079,691.42,692.33,0.9100342,13,0-1-2-5-7-8-9-29-30-33-34-37-36,train,0,,False
1641398,1194.14,1207.36,13.219971,8,24-26-30-29-34-33-36-37,val,0,0.002486634340420241,False
715814,1260.58,1263.74,3.1600342,13,14-12-13-16-19-21-20-29-30-33-34-36-37,val,0,0.0033595485213795797,False
1352928,351.7,352.57,0.8699951,13,0-1-2-5-6-8-11-29-30-37-34-33-36,train,0,,False
2362122,402.84,406.56,3.7200012,13,0-1-2-4-6-8-11-29-30-33-34-37-36,train,0,,False
1133670,1188.99,1204.94,15.949951,8,24-26-30-29-33-37-34-35,val,0,0.002486634340420241,False
1493429,698.74,743.24,44.5,11,25-26-39-43-40-41-45-47-48-50-51,train,0,,False
1873228,1007.42,1043.01,35.590027,8,24-26-30-29-33-36-34-37,train,0,,False
1499520,1412.11,1413.07,0.95996094,16,0-1-3-4-6-8-9-39-40-41-45-44-48-50-47-51,test,0,0.0033595485213795797,False
235195,991.37,1009.18,17.809998,8,24-26-30-29-34-33-36-37,train,0,,False
514099,667.36,688.96,21.600037,14,12-13-15-17-20-23-19-29-30-33-34-35-37-38,train,0,,False
1548107,1161.12,1165.51,4.3900146,13,0-1-3-5-6-8-10-29-30-35-34-33-37,val,0,0.0033595485213795797,False
1959314,333.36,351.16,17.800018,15,0-1-2-5-6-8-9-26-27-29-30-33-34-35-37,train,0,,False
404141,391.9,448.34,56.440002,8,25-26-30-29-34-33-37-35,train,0,,False
1703574,0.62,1.32,0.70000005,9,39-40-41-43-45-47-48-50-51,train,0,,False
2284082,1341.15,1350.07,8.919922,13,15-12-13-17-18-22-20-29-30-35-34-33-37,val,0,0.0033595485213795797,False
1087472,0.65,1.94,1.2900001,13,0-1-2-5-6-8-9-29-30-33-34-35-37,train,0,,False
1377966,1411.78,1412.28,0.5,13,14-12-13-16-19-20-21-29-30-37-34-33-36,test,0,0.0033595485213795797,False
502675,460.26,500.88,40.619995,8,25-27-30-29-33-36-34-37,train,0,,False
197876,623.95,626.54,2.5899658,13,14-12-13-16-20-23-19-29-30-33-34-37-36,train,0,,False
468817,235.27,236.23,0.95999146,13,0-1-2-5-6-8-10-29-30-35-34-33-37,train,0,,False
1283806,1295.53,1300.0,4.4699707,13,15-12-13-16-20-21-18-29-30-35-34-33-37,val,0,0.003637708859979037,False
967527,892.15,897.62,5.4699707,14,0-1-3-4-7-8-11-27-29-30-33-34-37-35,train,0,,False
1331340,1341.22,1350.13,8.910034,13,15-12-13-16-20-23-18-29-30-33-34-37-36,val,0,0.0033595485213795797,False
348474,1155.55,1157.35,1.7999268,13,0-1-3-5-6-8-9-29-30-37-34-33-36,train,0,,False
1337,694.86,737.89,43.03003,8,24-26-29-30-34-33-36-37,train,0,,False
2103246,303.92,318.98,15.059998,14,12-13-14-16-19-20-21-29-30-33-34-37-36-38,train,0,,False
613028,187.09,188.26,1.1699982,13,0-1-2-5-6-8-10-29-30-33-34-37-36,train,0,,False
2332075,585.13,589.18,4.049988,13,12-13-14-16-20-21-19-29-30-37-34-33-36,train,0,,False
209995,1259.66,1262.04,2.380005,13,12-13-14-17-20-23-19-29-30-33-34-37-36,val,0,0.0033595485213795797,False
2054098,336.89,339.0,2.1099854,13,0-1-2-5-7-8-10-29-30-36-34-33-37,train,0,,False
944711,989.07,1010.5,21.429993,8,25-26-29-30-34-35-33-37,train,0,,False
1570141,15.34,21.2,5.8600006,13,0-1-3-5-7-8-9-29-30-33-34-37-36,train,0,,False
986222,253.26,254.1,0.8400116,13,0-1-3-5-6-8-9-29-30-33-34-37-36,train,0,,False
2222797,5.07,13.54,8.469999,13,0-1-3-5-7-8-10-29-30-36-34-33-37,train,0,,False
552895,1399.31,1406.35,7.039917,13,12-13-14-16-18-20-22-29-30-33-34-37-36,val,0,0.0033595485213795797,False
14110,1593.08,1595.41,2.3300781,14,0-1-3-4-7-8-9-27-29-30-34-33-36-37,test,0,0.0033595485213795797,False
536384,678.7,722.59,43.890015,8,24-26-29-30-36-37-34-33,train,0,,False
1685288,457.04,493.4,36.359985,7,24-29-30-33-34-35-37,train,0,,False
1764659,973.53,1006.02,32.48999,8,25-26-29-30-33-36-34-37,train,0,,False
86696,1164.58,1170.9,6.3200684,13,0-1-3-5-7-8-10-29-30-33-34-35-37,val,0,0.0033595485213795797,False
261136,236.68,238.44,1.7600098,13,0-1-2-5-7-8-10-29-30-33-34-35-37,train,0,,False
1773511,1158.75,1160.02,1.2700195,13,12-13-14-16-18-20-21-29-30-33-34-35-37,val,0,0.0033595485213795797,False
2182443,1095.47,1096.2,0.72998047,13,0-1-3-5-6-8-9-29-30-35-34-33-37,train,0,,False
10848,518.38,519.91,1.5299683,13,0-1-2-5-6-8-11-29-30-35-34-33-37,train,0,,False
848165,322.21,322.97,0.76000977,13,0-1-3-5-6-8-9-29-30-37-34-33-36,train,0,,False
1739118,189.36,190.21,0.8500061,13,0-1-3-5-7-8-10-29-30-33-34-37-36,train,0,,False
2216334,205.45,216.17,10.720001,13,0-1-3-5-7-8-11-29-30-33-34-37-36,train,0,,False
2214020,339.48,341.16,1.6799927,13,0-1-2-5-6-8-10-29-30-33-34-35-37,train,0,,False
225126,1188.74,1204.58,15.839966,8,24-29-30-32-33-34-36-37,val,0,0.002486634340420241,False
2056412,594.4,604.88,10.47998,13,0-1-2-4-6-8-11-29-30-33-34-37-36,train,0,,False
1573127,390.32,392.18,1.8599854,13,12-13-14-16-20-21-19-29-30-36-34-33-37,train,0,,False
1646412,1549.13,1551.46,2.329956,13,0-1-2-5-7-8-11-29-30-33-34-35-37,test,0,0.0033595485213795797,False
1117547,980.48,997.29,16.809998,8,24-27-30-29-34-33-36-37,train,0,,False
2347626,973.03,997.65,24.619995,8,25-27-30-29-34-33-36-37,train,0,,False
69440,1020.02,1045.82,25.799927,8,25-26-30-29-34-35-33-37,train,0,,False
868301,797.62,805.65,8.030029,7,24-29-30-33-34-35-37,train,0,,False
1651508,944.22,952.65,8.430054,14,15-12-13-16-20-23-19-26-29-30-34-33-37-35,train,0,,False
112852,18.02,23.65,5.629999,14,0-1-2-5-7-8-10-26-29-30-34-33-37-35,train,0,,False
1439301,1528.46,1530.26,1.8000488,13,0-1-3-4-7-8-9-29-30-33-34-35-37,test,0,0.0033595485213795797,False
843154,891.22,896.21,4.9900513,13,0-1-2-4-7-8-10-29-30-33-34-37-36,train,0,,False
1967024,611.29,617.55,6.26001,13,0-1-3-4-6-8-11-29-30-35-34-33-37,train,0,,False
1618518,1574.65,1577.47,2.8199463,13,0-1-3-5-6-8-9-29-30-35-34-33-37,test,0,0.0033595485213795797,False
1077346,575.92,583.66,7.73999,14,0-1-2-5-6-8-10-29-30-32-33-34-36-37,train,0,,False
1923617,335.64,337.23,1.5899963,13,0-1-3-5-7-8-9-29-30-33-34-37-36,train,0,,False
127997,40.26,50.24,9.980003,13,12-13-15-16-20-23-19-29-30-35-34-33-37,train,0,,False
1050899,1393.98,1394.29,0.3100586,13,0-1-3-4-7-8-9-29-30-33-34-37-36,val,0,0.0033595485213795797,False
1508287,1532.5,1542.04,9.540039,13,0-1-3-5-6-8-10-29-30-33-34-35-37,test,0,0.0033595485213795797,False
1758437,972.41,990.61,18.200012,8,24-27-30-29-33-36-34-37,train,0,,False
1314202,1549.34,1551.72,2.380005,13,0-1-2-5-6-8-10-29-30-35-34-33-37,test,0,0.003637708859979037,False
2271929,1029.93,1061.58,31.649902,8,24-27-30-29-33-36-34-37,train,0,,False
