Id,first_timestamp,last_timestamp,total_cycle_time,n_stations_visited,path_signature,split,Response,risk_score,alert
2341,1572.37,1587.22,14.85,13,L1_S29|L2_S39|L3_S49,train,0,0.038528,False
2344,472.32,472.42,0.1,10,L0_S20|L1_S30|L3_S40,train,0,0.028335,False
2347,1279.57,1285.74,6.17,8,L0_S24|L1_S34|L3_S44,train,0,0.735986,True
2350,793.66,809.01,15.35,11,L1_S21|L2_S31|L3_S41,train,0,0.114391,False
2353,1577.77,1589.76,11.99,15,L2_S26|L3_S36|L3_S46,train,0,0.055157,False
2356,413.54,419.51,5.97,13,L1_S25|L2_S35|L3_S45,train,0,0.000118,False
2359,1533.25,1547.16,13.91,9,L1_S21|L2_S31|L3_S41,train,0,0.777134,True
2362,1053.42,1066.86,13.44,10,L1_S21|L2_S31|L3_S41,train,0,0.190615,False
2365,1049.32,1070.43,21.11,17,L0_S20|L1_S30|L3_S40,train,0,0.951292,True
2368,717.93,733.9,15.97,18,L1_S29|L2_S39|L3_S49,train,0,0.227567,False
2371,1087.44,1096.22,8.78,15,L0_S28|L1_S38|L3_S48,train,0,0.631657,False
2374,1394.49,1410.92,16.43,14,L1_S29|L2_S39|L3_S49,train,0,0.125082,False
2377,710.16,723.62,13.46,10,L2_S22|L3_S32|L3_S42,train,0,0.15118,False
2380,1699.06,1722.42,23.36,18,L0_S24|L1_S34|L3_S44,train,0,0.219959,False
2383,266.81,291.3,24.49,21,L2_S22|L3_S32|L3_S42,train,0,0.197145,False
2386,1180.59,1187.01,6.42,10,L1_S21|L2_S31|L3_S41,train,0,0.153541,False
2389,413.35,425.4,12.05,19,L3_S27|L0_S37|L3_S47,train,0,0.098088,False
2392,1360.53,1370.19,9.66,16,L1_S25|L2_S35|L3_S45,train,0,0.000951,False
2395,139.72,141.65,1.93,21,L0_S24|L1_S34|L3_S44,train,0,0.441806,False
2398,1511.15,1516.33,5.18,10,L3_S31|L0_S41|L3_S51,train,0,0.551085,False
2401,1236.73,1247.89,11.16,10,L2_S30|L3_S40|L3_S50,train,0,0.428748,False
2404,1180.39,1184.83,4.44,12,L1_S21|L2_S31|L3_S41,train,0,0.393717,False
2407,1424.42,1430.68,6.26,11,L3_S31|L0_S41|L3_S51,train,0,0.357756,False
2410,822.28,833.89,11.61,8,L2_S30|L3_S40|L3_S50,train,0,0.01214,False
2413,588.32,599.68,11.36,12,L1_S25|L2_S35|L3_S45,train,0,0.216254,False
2416,1665.59,1666.75,1.16,16,L2_S26|L3_S36|L3_S46,train,0,0.960673,True
2419,300.17,319.05,18.88,14,L2_S26|L3_S36|L3_S46,train,0,0.8104,True
2422,1298.35,1315.49,17.14,15,L0_S24|L1_S34|L3_S44,train,0,0.081401,False
2425,401.9,411.04,9.14,21,L3_S23|L0_S33|L3_S43,train,1,0.950598,True
2428,1262.36,1266.49,4.13,15,L3_S31|L0_S41|L3_S51,train,0,0.212275,False
2431,1175.58,1178.4,2.82,11,L0_S28|L1_S38|L3_S48,train,0,0.856086,True
2434,4.27,10.31,6.04,18,L2_S26|L3_S36|L3_S46,train,0,0.000118,False
2437,561.48,565.93,4.45,20,L1_S25|L2_S35|L3_S45,train,1,0.808336,True
2440,1272.35,1273.44,1.09,8,L1_S21|L2_S31|L3_S41,train,0,0.047398,False
2443,966.21,970.41,4.2,20,L2_S30|L3_S40|L3_S50,train,0,0.020164,False
2446,1014.19,1024.7,10.51,17,L3_S23|L0_S33|L3_S43,train,0,0.343987,False
2449,862.27,871.15,8.88,21,L1_S21|L2_S31|L3_S41,train,0,0.109148,False
2452,411.7,425.53,13.83,12,L1_S25|L2_S35|L3_S45,train,0,0.013487,False
2455,1666.63,1668.27,1.64,14,L1_S21|L2_S31|L3_S41,train,0,0.114291,False
2458,1131.37,1141.41,10.04,19,L2_S22|L3_S32|L3_S42,train,0,0.023868,False
2461,1182.68,1187.32,4.64,20,L2_S26|L3_S36|L3_S46,train,0,0.371344,False
2464,1093.67,1107.01,13.34,18,L1_S29|L2_S39|L3_S49,train,0,0.546338,False
2467,1390.44,1410.45,20.01,13,L0_S24|L1_S34|L3_S44,train,0,0.180706,False
2470,100.61,119.35,18.74,18,L2_S22|L3_S32|L3_S42,train,0,0.257845,False
2473,1537.59,1551.79,14.2,8,L0_S24|L1_S34|L3_S44,train,0,0.139803,False
2476,381.77,400.04,18.27,10,L3_S27|L0_S37|L3_S47,train,0,0.26101,False
2479,1488.99,1498.27,9.28,17,L1_S21|L2_S31|L3_S41,train,0,0.101777,False
2482,667.47,678.92,11.45,9,L2_S30|L3_S40|L3_S50,train,0,0.01499,False
2485,1297.91,1298.01,0.1,8,L1_S29|L2_S39|L3_S49,train,0,0.040872,False
2488,1096.52,1106.9,10.38,11,L3_S31|L0_S41|L3_S51,train,0,0.26228,False
2491,50.23,56.64,6.41,9,L0_S20|L1_S30|L3_S40,train,0,0.70776,False
2494,1494.02,1503,8.98,19,L2_S26|L3_S36|L3_S46,train,0,0.123467,False
2497,218.42,232.81,14.39,11,L3_S31|L0_S41|L3_S51,train,0,0.003313,False
2500,1378.79,1384.14,5.35,17,L3_S31|L0_S41|L3_S51,train,0,0.115966,False
2503,1229.19,1241.27,12.08,11,L1_S21|L2_S31|L3_S41,train,0,0.314995,False
2506,815.22,819.02,3.8,13,L3_S27|L0_S37|L3_S47,train,0,0.852683,True
2509,28.88,32.04,3.16,18,L3_S31|L0_S41|L3_S51,train,0,0.461987,False
2512,106.48,118.43,11.95,20,L3_S23|L0_S33|L3_S43,train,0,0.198474,False
2515,1097.67,1113.28,15.61,14,L0_S28|L1_S38|L3_S48,train,0,0.000264,False
2518,1607.81,1615.12,7.31,21,L2_S22|L3_S32|L3_S42,train,0,0.453644,False
2521,238.85,244.98,6.13,20,L0_S24|L1_S34|L3_S44,train,0,0.000068,False
2524,33.57,56.52,22.95,18,L3_S23|L0_S33|L3_S43,train,0,0.000037,False
2527,1426.54,1460.19,33.65,10,L3_S23|L0_S33|L3_S43,train,0,0.481124,False
2530,1290.04,1300.3,10.26,11,L3_S23|L0_S33|L3_S43,train,0,0.00071,False
2533,383.74,400.3,16.56,14,L3_S23|L0_S33|L3_S43,train,0,0.018407,False
2536,51.42,60.5,9.08,10,L2_S26|L3_S36|L3_S46,train,0,0.086621,False
2539,139.89,159.15,19.26,8,L2_S30|L3_S40|L3_S50,train,0,0.842303,True
2542,214.56,216.86,2.3,12,L1_S25|L2_S35|L3_S45,train,0,0.103908,False
2545,667.92,671.49,3.57,12,L2_S30|L3_S40|L3_S50,train,0,0.081282,False
2548,1524.05,1535.44,11.39,21,L3_S23|L0_S33|L3_S43,train,0,0.000013,False
2551,1689.52,1696.72,7.2,9,L3_S31|L0_S41|L3_S51,train,0,0.047272,False
2554,1569.41,1574.88,5.47,14,L3_S23|L0_S33|L3_S43,train,0,0.138716,False
2557,635.2,641.4,6.2,15,L2_S26|L3_S36|L3_S46,train,0,0.733122,True
2560,1086.96,1098.72,11.76,14,L1_S21|L2_S31|L3_S41,train,1,0.945919,True
2563,405.79,419.3,13.51,19,L3_S31|L0_S41|L3_S51,train,0,0.100833,False
2566,1143.69,1155.86,12.17,8,L3_S23|L0_S33|L3_S43,train,0,0.003414,False
2569,1458.24,1475.04,16.8,11,L0_S24|L1_S34|L3_S44,train,0,0.000078,False
2572,388.37,402.4,14.03,17,L2_S22|L3_S32|L3_S42,train,0,0.074889,False
2575,990.92,991.02,0.1,20,L1_S29|L2_S39|L3_S49,train,0,0.001163,False
2578,864.75,876,11.25,8,L1_S21|L2_S31|L3_S41,train,0,0.880357,True
2581,1189.39,1194.57,5.18,11,L2_S22|L3_S32|L3_S42,train,0,0.029986,False
2584,746.47,766.72,20.25,20,L0_S24|L1_S34|L3_S44,train,0,0.211611,False
2587,1607.73,1612.49,4.76,8,L0_S24|L1_S34|L3_S44,train,0,0.359583,False
2590,102.36,119.2,16.84,18,L0_S28|L1_S38|L3_S48,train,0,0.942785,True
2593,1345.36,1358.09,12.73,20,L0_S20|L1_S30|L3_S40,train,1,0.755399,True
2596,1221.54,1231.36,9.82,11,L1_S21|L2_S31|L3_S41,train,0,0.016472,False
2599,1532.75,1539.7,6.95,11,L2_S26|L3_S36|L3_S46,train,0,0.001033,False
2602,1217.49,1222.97,5.48,16,L3_S23|L0_S33|L3_S43,train,0,0.043702,False
2605,1516.11,1523.31,7.2,18,L0_S28|L1_S38|L3_S48,train,0,0.075154,False
2608,1041.88,1058.3,16.42,10,L0_S24|L1_S34|L3_S44,train,0,0.266649,False
2611,91.94,105.24,13.3,14,L1_S29|L2_S39|L3_S49,train,0,0.547755,False
2614,26.23,33.17,6.94,8,L0_S28|L1_S38|L3_S48,train,0,0.050991,False
2617,1417.19,1434.33,17.14,17,L1_S21|L2_S31|L3_S41,train,0,0.000442,False
2620,1378.76,1378.86,0.1,21,L0_S28|L1_S38|L3_S48,train,1,0.976532,True
2623,692.1,699.03,6.93,10,L2_S26|L3_S36|L3_S46,train,0,0.772177,True
2626,16.22,18.8,2.58,16,L0_S20|L1_S30|L3_S40,train,0,0.06161,False
2629,1231.69,1237.5,5.81,17,L1_S21|L2_S31|L3_S41,train,0,0.302323,False
2632,431.54,435.41,3.87,13,L2_S22|L3_S32|L3_S42,train,0,0.00124,False
2635,47.94,54.16,6.22,21,L0_S28|L1_S38|L3_S48,train,0,0.885472,True
2638,1550.47,1558.28,7.81,20,L1_S21|L2_S31|L3_S41,train,0,0.135869,False
2641,235.77,249.2,13.43,9,L2_S22|L3_S32|L3_S42,train,0,0.072556,False
2644,1031.83,1034.27,2.44,19,L1_S29|L2_S39|L3_S49,train,0,0.092982,False
2647,571.92,572.92,1,8,L3_S31|L0_S41|L3_S51,train,0,0.001129,False
2650,1026.55,1054.12,27.57,20,L3_S31|L0_S41|L3_S51,train,0,0.27307,False
2653,579.56,585.64,6.08,12,L3_S23|L0_S33|L3_S43,train,0,0.470536,False
2656,621.33,631.35,10.02,11,L0_S28|L1_S38|L3_S48,train,0,0.953504,True
2659,1613.05,1622.42,9.37,9,L2_S22|L3_S32|L3_S42,train,0,0.079835,False
2662,916.3,926.79,10.49,10,L0_S28|L1_S38|L3_S48,train,0,0.101219,False
2665,716.69,728.61,11.92,20,L1_S21|L2_S31|L3_S41,train,0,0.517551,False
2668,797.82,812.27,14.45,10,L0_S20|L1_S30|L3_S40,train,0,0.707034,False
2671,619.85,638.4,18.55,14,L1_S21|L2_S31|L3_S41,train,0,0.081777,False
2674,362.36,362.46,0.1,20,L3_S27|L0_S37|L3_S47,train,0,0.024218,False
2677,402.27,420.03,17.76,16,L1_S29|L2_S39|L3_S49,train,0,0.219184,False
2680,547.5,562.11,14.61,21,L1_S21|L2_S31|L3_S41,train,0,0.019438,False
2683,764.06,775.44,11.38,13,L3_S27|L0_S37|L3_S47,train,0,0.759042,True
2686,387.05,401.46,14.41,20,L2_S30|L3_S40|L3_S50,train,0,0.254762,False
2689,356.68,356.78,0.1,12,L0_S24|L1_S34|L3_S44,train,0,0.644713,False
2692,1269.07,1282.26,13.19,13,L1_S21|L2_S31|L3_S41,train,0,0.078434,False
2695,743.81,748.02,4.21,9,L0_S24|L1_S34|L3_S44,train,0,0.077165,False
2698,27.84,41.04,13.2,21,L1_S25|L2_S35|L3_S45,train,0,0.202318,False
2701,303.85,307.77,3.92,15,L1_S25|L2_S35|L3_S45,train,0,0.49098,False
2704,482.24,493.71,11.47,14,L1_S21|L2_S31|L3_S41,train,0,0.326459,False
2707,1182.93,1194.44,11.51,11,L0_S20|L1_S30|L3_S40,train,0,0.17327,False
2710,1578.33,1578.43,0.1,18,L0_S24|L1_S34|L3_S44,train,0,0.226183,False
2713,423.91,432.07,8.16,18,L0_S20|L1_S30|L3_S40,train,0,0.625804,False
2716,853.34,868.65,15.31,8,L0_S20|L1_S30|L3_S40,train,0,0.179856,False
2719,947.72,955.49,7.77,12,L3_S27|L0_S37|L3_S47,train,0,0.562828,False
2722,37.69,52.88,15.19,21,L3_S31|L0_S41|L3_S51,train,0,0.32906,False
2725,1526.2,1526.3,0.1,11,L2_S30|L3_S40|L3_S50,train,0,0.028805,False
2728,1684.68,1695.52,10.84,9,L2_S30|L3_S40|L3_S50,train,0,0.496031,False
2731,400.11,403.66,3.55,17,L1_S21|L2_S31|L3_S41,train,0,0.479323,False
2734,1572.08,1589.67,17.59,11,L1_S21|L2_S31|L3_S41,train,0,0.355784,False
2737,6.88,16.56,9.68,12,L3_S23|L0_S33|L3_S43,train,0,0.157043,False
2740,1295.93,1307.62,11.69,11,L0_S20|L1_S30|L3_S40,train,0,0.000487,False
2743,1285.25,1298.94,13.69,18,L1_S25|L2_S35|L3_S45,train,0,0.000562,False
2746,1202.03,1210.06,8.03,16,L3_S23|L0_S33|L3_S43,train,0,0.820645,True
2749,472.32,487.52,15.2,15,L3_S31|L0_S41|L3_S51,train,0,0.136044,False
2752,532.41,532.51,0.1,11,L1_S25|L2_S35|L3_S45,train,0,0.323227,False
2755,1698.22,1713.97,15.75,15,L3_S23|L0_S33|L3_S43,train,0,0.002014,False
2758,1646.35,1653.57,7.22,12,L1_S29|L2_S39|L3_S49,train,1,0.786789,True
2761,1529.96,1541.45,11.49,10,L2_S22|L3_S32|L3_S42,train,0,0.114714,False
2764,1312.27,1317.42,5.15,21,L1_S21|L2_S31|L3_S41,train,0,0.000169,False
2767,553.47,553.57,0.1,10,L0_S20|L1_S30|L3_S40,train,0,0.206496,False
2770,520.07,529.62,9.55,10,L1_S29|L2_S39|L3_S49,train,0,0.320179,False
2773,189.67,195.65,5.98,10,L3_S23|L0_S33|L3_S43,train,0,0.148179,False
2776,1033.8,1044,10.2,21,L2_S26|L3_S36|L3_S46,train,0,0.899317,True
2779,235.17,237.81,2.64,9,L0_S28|L1_S38|L3_S48,train,0,0.696509,False
2782,879.41,891.51,12.1,16,L3_S27|L0_S37|L3_S47,train,0,0.054712,False
2785,1576.7,1595.36,18.66,15,L3_S31|L0_S41|L3_S51,train,0,0.377653,False
2788,516.32,533.71,17.39,8,L0_S28|L1_S38|L3_S48,train,0,0.083082,False
2791,1551.51,1571.61,20.1,10,L2_S26|L3_S36|L3_S46,train,0,0.464459,False
2794,793.06,795.41,2.35,16,L3_S31|L0_S41|L3_S51,train,0,0.484897,False
2797,357.46,366.93,9.47,9,L1_S29|L2_S39|L3_S49,train,0,0.461718,False
2800,1683.19,1686.7,3.51,9,L0_S28|L1_S38|L3_S48,train,0,0.423106,False
2803,1330.16,1345.75,15.59,10,L0_S28|L1_S38|L3_S48,train,0,0.202441,False
2806,1372.98,1389.97,16.99,17,L3_S31|L0_S41|L3_S51,train,0,0.637523,False
2809,106.5,113.04,6.54,9,L0_S24|L1_S34|L3_S44,train,0,0.003249,False
2812,1604.07,1607.33,3.26,19,L2_S30|L3_S40|L3_S50,train,0,0.03604,False
2815,613.88,627.98,14.1,16,L0_S20|L1_S30|L3_S40,train,0,0.252882,False
2818,491.19,503.38,12.19,19,L2_S26|L3_S36|L3_S46,train,0,0.001135,False
2821,33.44,42,8.56,19,L3_S23|L0_S33|L3_S43,train,0,0.035015,False
2824,520.31,530.18,9.87,21,L3_S27|L0_S37|L3_S47,train,0,0.00303,False
2827,1002.89,1012.58,9.69,8,L2_S30|L3_S40|L3_S50,train,0,0.364001,False
2830,1085.67,1091.49,5.82,11,L1_S25|L2_S35|L3_S45,train,0,0.000228,False
2833,592.15,592.25,0.1,18,L3_S27|L0_S37|L3_S47,train,0,0.044217,False
2836,615.12,619.97,4.85,21,L3_S27|L0_S37|L3_S47,train,0,0.01124,False
2839,1555.19,1565.87,10.68,12,L2_S26|L3_S36|L3_S46,train,0,0.018632,False
2842,1571,1586.12,15.12,18,L2_S26|L3_S36|L3_S46,train,0,0.537346,False
2845,1252.06,1257.89,5.83,21,L0_S28|L1_S38|L3_S48,train,0,0.015753,False
2848,1346.82,1352.29,5.47,18,L0_S24|L1_S34|L3_S44,train,0,0.59321,False
2851,234.05,241.07,7.02,16,L2_S26|L3_S36|L3_S46,train,0,0.006101,False
2854,1467.24,1480.82,13.58,18,L0_S20|L1_S30|L3_S40,train,0,0.064886,False
2857,742.28,749.99,7.71,10,L3_S31|L0_S41|L3_S51,train,0,0.306948,False
2860,1022.48,1031.77,9.29,18,L0_S24|L1_S34|L3_S44,train,0,0.735112,True
2863,1449.08,1457.83,8.75,20,L3_S31|L0_S41|L3_S51,train,0,0.058407,False
2866,316.46,330.82,14.36,20,L0_S20|L1_S30|L3_S40,train,0,0.004799,False
2869,312.86,328.29,15.43,8,L0_S24|L1_S34|L3_S44,train,0,0.164216,False
2872,644.53,649.2,4.67,12,L0_S28|L1_S38|L3_S48,train,0,0.679153,False
2875,221.07,225.02,3.95,8,L0_S20|L1_S30|L3_S40,train,0,0.402865,False
2878,1246.55,1259.27,12.72,18,L0_S28|L1_S38|L3_S48,train,0,0.640732,False
2881,1248.08,1262.33,14.25,12,L0_S24|L1_S34|L3_S44,train,0,0.156464,False
2884,427.29,431.31,4.02,16,L3_S27|L0_S37|L3_S47,train,1,0.746802,True
2887,7.17,12.01,4.84,14,L1_S29|L2_S39|L3_S49,train,0,0.000241,False
2890,1691.66,1700.38,8.72,21,L0_S20|L1_S30|L3_S40,train,0,0.006183,False
2893,1330.95,1341.28,10.33,11,L2_S22|L3_S32|L3_S42,train,1,0.758266,True
2896,857.12,874.84,17.72,14,L0_S20|L1_S30|L3_S40,train,0,0.000233,False
2899,294.01,299.17,5.16,14,L3_S27|L0_S37|L3_S47,train,0,0.009825,False
2902,1027.72,1027.82,0.1,20,L1_S25|L2_S35|L3_S45,train,0,0.55389,False
2905,1018.68,1028.58,9.9,8,L1_S21|L2_S31|L3_S41,train,0,0.416762,False
2908,370.84,386.79,15.95,20,L2_S26|L3_S36|L3_S46,train,0,0.158558,False
2911,572.16,576.53,4.37,10,L3_S31|L0_S41|L3_S51,train,0,0.149398,False
2914,1107.77,1130.03,22.26,10,L0_S24|L1_S34|L3_S44,train,0,0.01828,False
2917,1.75,13.06,11.31,12,L0_S20|L1_S30|L3_S40,train,0,0.214234,False
2920,763.74,775.09,11.35,19,L3_S31|L0_S41|L3_S51,train,0,0.21814,False
2923,1076.78,1086.08,9.3,8,L2_S30|L3_S40|L3_S50,train,0,0.266012,False
2926,1637.6,1650.18,12.58,8,L2_S22|L3_S32|L3_S42,train,0,0.737128,True
2929,1354.59,1360.14,5.55,15,L1_S21|L2_S31|L3_S41,train,0,0.000255,False
2932,1603.04,1616.05,13.01,13,L2_S30|L3_S40|L3_S50,train,0,0.702219,False
2935,449.38,452.57,3.19,16,L2_S26|L3_S36|L3_S46,train,0,0.572315,False
2938,1296.86,1301.53,4.67,16,L1_S21|L2_S31|L3_S41,train,0,0.669563,False
2941,431.31,446.57,15.26,12,L3_S27|L0_S37|L3_S47,train,0,0.574133,False
2944,304.32,306.88,2.56,17,L1_S25|L2_S35|L3_S45,train,0,0.700771,False
2947,771.37,791.04,19.67,8,L3_S31|L0_S41|L3_S51,train,0,0.809863,True
2950,666.26,678.91,12.65,10,L3_S27|L0_S37|L3_S47,train,0,0.231316,False
2953,80.8,86.48,5.68,12,L0_S28|L1_S38|L3_S48,train,0,0.312107,False
2956,569.97,574.4,4.43,15,L3_S31|L0_S41|L3_S51,train,0,0.123057,False
2959,210.79,223.34,12.55,17,L2_S30|L3_S40|L3_S50,train,0,0.373644,False
2962,1091.2,1106.07,14.87,9,L2_S26|L3_S36|L3_S46,train,0,0.646464,False
2965,256.79,281.81,25.02,8,L3_S31|L0_S41|L3_S51,train,0,0.008605,False
2968,1021.23,1034.22,12.99,16,L2_S30|L3_S40|L3_S50,train,0,0.48058,False
2971,640.41,657.38,16.97,21,L3_S27|L0_S37|L3_S47,train,0,0.413434,False
2974,1247.69,1251.6,3.91,13,L3_S31|L0_S41|L3_S51,train,0,0.003135,False
2977,674.99,685.51,10.52,18,L3_S23|L0_S33|L3_S43,train,0,0.035648,False
2980,334.93,340.26,5.33,11,L2_S26|L3_S36|L3_S46,train,0,0.073592,False
2983,1032.18,1050.48,18.3,19,L0_S20|L1_S30|L3_S40,train,0,0.622453,False
2986,985.54,992.08,6.54,20,L3_S27|L0_S37|L3_S47,train,0,0.763895,True
2989,953.51,966.44,12.93,13,L2_S22|L3_S32|L3_S42,train,0,0.18908,False
2992,165.71,174.19,8.48,21,L2_S26|L3_S36|L3_S46,train,0,0.001913,False
2995,447.47,460.48,13.01,20,L3_S31|L0_S41|L3_S51,train,0,0.006734,False
2998,323.27,348.33,25.06,19,L3_S31|L0_S41|L3_S51,train,0,0.021537,False
3001,937.34,945.24,7.9,12,L0_S20|L1_S30|L3_S40,train,0,0.396955,False
3004,605.03,626.99,21.96,19,L1_S21|L2_S31|L3_S41,train,0,0.096102,False
3007,756.41,778.5,22.09,20,L3_S27|L0_S37|L3_S47,train,0,0.424945,False
3010,1036.97,1041.62,4.65,17,L0_S20|L1_S30|L3_S40,train,0,0.229642,False
3013,1516.2,1527.29,11.09,9,L0_S20|L1_S30|L3_S40,train,0,0.153573,False
3016,561.03,578.51,17.48,14,L3_S31|L0_S41|L3_S51,train,0,0.966036,True
3019,1494.42,1514.42,20,14,L3_S27|L0_S37|L3_S47,train,0,0.030086,False
3022,780.36,782.86,2.5,12,L3_S31|L0_S41|L3_S51,train,0,0.001785,False
3025,5.27,16.76,11.49,12,L1_S29|L2_S39|L3_S49,train,0,0.279545,False
3028,327.41,335.93,8.52,16,L0_S20|L1_S30|L3_S40,train,0,0.16668,False
3031,1543.32,1551.28,7.96,13,L2_S22|L3_S32|L3_S42,train,0,0.111653,False
3034,1391.62,1399.22,7.6,16,L1_S25|L2_S35|L3_S45,train,0,0.562222,False
3037,1266.42,1281.97,15.55,11,L3_S27|L0_S37|L3_S47,train,0,0.063467,False
3040,845.57,853.07,7.5,16,L2_S30|L3_S40|L3_S50,train,0,0.208305,False
3043,1522.62,1534.04,11.42,12,L2_S26|L3_S36|L3_S46,train,1,0.736241,True
3046,463.57,481.49,17.92,11,L0_S28|L1_S38|L3_S48,train,0,0.441013,False
3049,1306.62,1325.05,18.43,14,L2_S22|L3_S32|L3_S42,train,0,0.880392,True
3052,561.66,564.41,2.75,19,L3_S27|L0_S37|L3_S47,train,0,0.47498,False
3055,1576.86,1580.12,3.26,19,L1_S29|L2_S39|L3_S49,train,0,0.051009,False
3058,187.28,193.34,6.06,17,L3_S27|L0_S37|L3_S47,train,1,0.835325,True
3061,952.29,967.11,14.82,10,L3_S27|L0_S37|L3_S47,train,0,0.096991,False
3064,1021.95,1033.07,11.12,17,L0_S24|L1_S34|L3_S44,train,0,0.365409,False
3067,160.1,172.76,12.66,10,L2_S22|L3_S32|L3_S42,train,1,0.77884,True
3070,468.9,477.69,8.79,8,L1_S29|L2_S39|L3_S49,train,0,0.950995,True
3073,1012.17,1028.39,16.22,14,L0_S20|L1_S30|L3_S40,train,0,0.321933,False
3076,1074.53,1080.31,5.78,19,L3_S23|L0_S33|L3_S43,train,0,0.224734,False
3079,1632.06,1637.81,5.75,8,L2_S30|L3_S40|L3_S50,train,0,0.043033,False
3082,370.03,374.16,4.13,9,L2_S26|L3_S36|L3_S46,train,0,0.004013,False
3085,1339.6,1362.27,22.67,13,L1_S21|L2_S31|L3_S41,train,0,0.829948,True
3088,1417.93,1427.52,9.59,9,L2_S30|L3_S40|L3_S50,train,0,0.519472,False
3091,31.08,49.33,18.25,13,L1_S25|L2_S35|L3_S45,train,0,0.026351,False
3094,1161.36,1174.65,13.29,18,L1_S25|L2_S35|L3_S45,train,0,0.003432,False
3097,197.58,218.53,20.95,16,L3_S31|L0_S41|L3_S51,train,0,0.150928,False
3100,790.21,800.43,10.22,9,L3_S27|L0_S37|L3_S47,train,0,0.324116,False
3103,439.15,450.54,11.39,15,L1_S29|L2_S39|L3_S49,train,0,0.723745,False
3106,1031.2,1036.88,5.68,16,L3_S31|L0_S41|L3_S51,train,0,0.609257,False
3109,206.6,219.19,12.59,12,L0_S20|L1_S30|L3_S40,train,0,0.729189,False
3112,1116.07,1131.35,15.28,12,L3_S27|L0_S37|L3_S47,train,0,0.560218,False
3115,359.23,372.05,12.82,15,L1_S21|L2_S31|L3_S41,train,0,0.463965,False
3118,1424.84,1439.51,14.67,11,L0_S28|L1_S38|L3_S48,train,0,0.002107,False
3121,208.06,211.84,3.78,15,L2_S26|L3_S36|L3_S46,train,0,0.591895,False
3124,1545.84,1554.31,8.47,14,L2_S26|L3_S36|L3_S46,train,0,0.219049,False
3127,996.31,1006.72,10.41,17,L1_S29|L2_S39|L3_S49,train,0,0.669364,False
3130,669.57,686.19,16.62,11,L3_S27|L0_S37|L3_S47,train,1,0.997788,True
3133,331.59,352.83,21.24,12,L1_S21|L2_S31|L3_S41,train,0,0.485115,False
3136,295.08,309.34,14.26,21,L0_S28|L1_S38|L3_S48,train,0,0.003412,False
3139,1021.44,1027.9,6.46,14,L1_S29|L2_S39|L3_S49,train,0,0.016353,False
3142,1241.96,1262.05,20.09,14,L1_S29|L2_S39|L3_S49,train,0,0.218996,False
3145,1589.97,1593.33,3.36,12,L2_S26|L3_S36|L3_S46,train,0,0.455476,False
3148,72.39,93.1,20.71,21,L2_S30|L3_S40|L3_S50,train,0,0.327477,False
3151,394.77,406.53,11.76,13,L3_S31|L0_S41|L3_S51,train,0,0.032808,False
3154,1235.66,1237.28,1.62,14,L1_S25|L2_S35|L3_S45,train,0,0.0009,False
3157,1571.05,1571.15,0.1,14,L2_S22|L3_S32|L3_S42,train,0,0.549998,False
3160,385.55,396.07,10.52,14,L3_S23|L0_S33|L3_S43,train,0,0.181925,False
3163,1471.53,1477.57,6.04,16,L3_S23|L0_S33|L3_S43,train,0,0.261698,False
3166,810.09,813.52,3.43,11,L3_S31|L0_S41|L3_S51,train,0,0.01539,False
3169,722.98,733.25,10.27,20,L3_S23|L0_S33|L3_S43,train,0,0.309702,False
3172,221.3,229.09,7.79,11,L3_S31|L0_S41|L3_S51,train,0,0.596569,False
3175,1376.4,1383.4,7,12,L0_S28|L1_S38|L3_S48,train,0,0.120514,False
3178,1060.13,1064.94,4.81,10,L0_S28|L1_S38|L3_S48,train,0,0.112222,False
3181,1412.24,1424.59,12.35,20,L2_S26|L3_S36|L3_S46,train,0,0.901348,True
3184,578.64,590.74,12.1,13,L0_S20|L1_S30|L3_S40,train,0,0.01122,False
3187,1305.2,1308.9,3.7,20,L0_S28|L1_S38|L3_S48,train,0,0.403177,False
3190,72.32,91.95,19.63,14,L2_S22|L3_S32|L3_S42,train,0,0.678102,False
3193,1622.88,1632.46,9.58,18,L2_S26|L3_S36|L3_S46,train,0,0.152489,False
3196,847.05,847.15,0.1,10,L2_S26|L3_S36|L3_S46,train,0,0.630494,False
3199,149.8,162.92,13.12,11,L3_S23|L0_S33|L3_S43,train,0,0.000172,False
3202,1551.77,1565.22,13.45,8,L3_S27|L0_S37|L3_S47,train,0,0.951372,True
3205,653.81,664.04,10.23,15,L1_S21|L2_S31|L3_S41,train,0,0.026916,False
3208,1247.75,1253.84,6.09,13,L0_S24|L1_S34|L3_S44,train,0,0.050023,False
3211,158.66,162.03,3.37,12,L1_S25|L2_S35|L3_S45,train,0,0.21686,False
3214,1200.92,1203.35,2.43,12,L0_S28|L1_S38|L3_S48,train,0,0.006796,False
3217,1037.18,1056.61,19.43,14,L1_S21|L2_S31|L3_S41,train,0,0.072503,False
3220,1675.89,1683.08,7.19,20,L1_S21|L2_S31|L3_S41,train,0,0.54364,False
3223,516.14,516.24,0.1,19,L0_S24|L1_S34|L3_S44,train,0,0.156237,False
3226,1167.96,1170.39,2.43,20,L3_S27|L0_S37|L3_S47,train,0,0.230323,False
3229,1275.6,1280.86,5.26,14,L1_S21|L2_S31|L3_S41,train,0,0.198493,False
